PWM	Mouse_Gene_Name	Name_Human	ID	Superclass	Class	Family	Subfamily	References
SMiLE_CTCF_001	Ctcf	CTCF	CTCF_004	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	CTCF-like.factors	Isakova A et al. Nat Methods. 2017
SMiLE_CTCF_002	Ctcf	CTCF	CTCF_005	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	CTCF-like.factors	Isakova A et al. Nat Methods. 2017
MA0139.1.CTCF	Ctcf	CTCF	CTCF_003	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	CTCF-like.factors	JASPAR 2014
HU0006_CTCF	Ctcf	CTCF	CTCF_002	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	More.than.3.adjacent.zinc.finger.factors	CTCF-like.factors	Najafabadi, Nat Biotechnol 2015
CUX1_HUMAN.H11MO.0.C	Cux1	CUX1	CUX1_001	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	HOCOMOCO v11
CUX1.Ca9743.1.YY2017.HT-SE2	Cux1	CUX1	CUX1_002	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	Yin Y et al., Science 2017
MA0754.1.CUX1	Cux1	CUX1	CUX1_006	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	JASPAR 2016
HOMEO0016_Cutl1_3494.1	Cux1	CUX1	CUX1_004	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	Berger MF et al., Cell 2008
TA0094_CUX1_DBD_dimer	Cux1	CUX1	CUX1_007	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	Jolma A and Taipale J et al., Cell 2013
CUX1.Me9743.1.YY2017.HT-SE2	Cux1	CUX1	CUX1_003	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	Yin Y et al., Science 2017
HOMEO0017_Cutl1_3494.2	Cux1	CUX1	CUX1_005	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	Berger MF et al., Cell 2008
CUX2.Me9742.1.YY2017.HT-SE2	Cux2	CUX2	CUX2_003	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	Yin Y et al., Science 2017
CUX2.Ca9742.1.YY2017.HT-SE2	Cux2	CUX2	CUX2_002	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	Yin Y et al., Science 2017
TA0097_CUX2_DBD_dimer	Cux2	CUX2	CUX2_005	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	Jolma A and Taipale J et al., Cell 2013
CUX2_MOUSE.H11MO.0.C	Cux2	CUX2	CUX2_001	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	HOCOMOCO v11
MA0755.1.CUX2	Cux2	CUX2	CUX2_004	Helix-turn-helix.domains	Homeo.domain.factors	HD-CUT.factors	CUX	JASPAR 2016
DDIT3_MOUSE.H11MO.0.C	Ddit3	DDIT3	DDIT3_001	Basic.domains	Basic.leucine.zipper.factors.(bZIP)	C/EBP-related	C/EBP	HOCOMOCO v11
TA0853_E2F1_DBD_monomer	E2f1	E2F1	E2F1_007	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Jolma A and Taipale J et al., Cell 2013
MA0024.3.E2F1	E2f1	E2F1	E2F1_005	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2016
MA0024.1.E2F1	E2f1	E2F1	E2F1_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2014
MA0024.2.E2F1	E2f1	E2F1	E2F1_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2014
TA0854_E2F1_DBD_monomer	E2f1	E2F1	E2F1_008	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Jolma A and Taipale J et al., Cell 2013
TA0780_E2F1_DBD_dimer	E2f1	E2F1	E2F1_006	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Jolma A and Taipale J et al., Cell 2013
E2F1.Ca9734.1.YY2017.HT-SE2	E2f1	E2F1	E2F1_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
E2F1_HUMAN.H11MO.0.A	E2f1	E2F1	E2F1_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	HOCOMOCO v11
E2F2.Me9735.2.YY2017.HT-SE2	E2f2	E2F2	E2F2_005	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
E2F2.Ca9735.2.YY2017.HT-SE2	E2f2	E2F2	E2F2_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
E2F2.Me9735.1.YY2017.HT-SE2	E2f2	E2F2	E2F2_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
BU0008.E2F2_primary	E2f2	E2F2	E2F2_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Badis G et al., Science 2009
MA0864.1.E2F2	E2f2	E2F2	E2F2_006	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2016
TA0103_E2F2_DBD_dimer	E2f2	E2F2	E2F2_007	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Jolma A and Taipale J et al., Cell 2013
TA0104_E2F2_DBD_dimer	E2f2	E2F2	E2F2_008	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Jolma A and Taipale J et al., Cell 2013
E2F2.Ca9735.1.YY2017.HT-SE2	E2f2	E2F2	E2F2_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
E2F3.Ca9736.1.YY2017.HT-SE2	E2f3	E2F3	E2F3_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
E2F3_HUMAN.H11MO.0.A	E2f3	E2F3	E2F3_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	HOCOMOCO v11
MA0469.2.E2F3	E2f3	E2F3	E2F3_006	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2016
BU0009.E2F3_primary	E2f3	E2F3	E2F3_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Badis G et al., Science 2009
MA0469.1.E2F3	E2f3	E2F3	E2F3_005	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2014
E2F3.Me9736.1.YY2017.HT-SE2	E2f3	E2F3	E2F3_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
TA0105_E2F3_DBD_dimer	E2f3	E2F3	E2F3_007	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Jolma A and Taipale J et al., Cell 2013
TA0107_E2F3_DBD_dimer	E2f3	E2F3	E2F3_008	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Jolma A and Taipale J et al., Cell 2013
MA0470.1.E2F4	E2f4	E2F4	E2F4_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2014
E2F4_HUMAN.H11MO.0.A	E2f4	E2F4	E2F4_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	HOCOMOCO v11
TA0784_E2F4_DBD_dimer	E2f4	E2F4	E2F4_005	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Jolma A and Taipale J et al., Cell 2013
E2F4.Ca9733.1.YY2017.HT-SE2	E2f4	E2F4	E2F4_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
TA0783_E2F4_DBD_dimer	E2f4	E2F4	E2F4_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Jolma A and Taipale J et al., Cell 2013
E2F5_HUMAN.H11MO.0.B	E2f5	E2F5	E2F5_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	HOCOMOCO v11
MA0471.1.E2F6	E2f6	E2F6	E2F6_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2014
E2F6_HUMAN.H11MO.0.A	E2f6	E2F6	E2F6_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	HOCOMOCO v11
E2F7.Ca9731.1.YY2017.HT-SE2	E2f7	E2F7	E2F7_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
E2F7_HUMAN.H11MO.0.B	E2f7	E2F7	E2F7_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	HOCOMOCO v11
MA0758.1.E2F7	E2f7	E2F7	E2F7_004	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2016
E2F7.Me9731.1.YY2017.HT-SE2	E2f7	E2F7	E2F7_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
E2F8.Ca9732.1.YY2017.HT-SE2	E2f8	E2F8	E2F8_001	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
MA0865.1.E2F8	E2f8	E2F8	E2F8_003	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	JASPAR 2016
E2F8.Me9732.1.YY2017.HT-SE2	E2f8	E2F8	E2F8_002	Helix-turn-helix.domains	Fork.head/winged.helix.factors	E2F-related.factors	E2F	Yin Y et al., Science 2017
COE1_HUMAN.H11MO.0.A	Ebf1	EBF1	EBF1_001	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	Early.B-Cell.Factor-related.factors	Unclassified	HOCOMOCO v11
MA0154.2.EBF1	Ebf1	EBF1	EBF1_003	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	Early.B-Cell.Factor-related.factors	Unclassified	JASPAR 2014
MA0154.1.EBF1	Ebf1	EBF1	EBF1_002	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	Early.B-Cell.Factor-related.factors	Unclassified	JASPAR 2014
MA0154.3.EBF1	Ebf1	EBF1	EBF1_004	Immunoglobulin.fold	Rel.homology.region.(RHR).factors	Early.B-Cell.Factor-related.factors	Unclassified	JASPAR 2016
EGR1.Me9540.1.YY2017.HT-SE2	Egr1	EGR1	EGR1_004	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	Yin Y et al., Science 2017
MA0162.3.EGR1	Egr1	EGR1	EGR1_007	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	JASPAR 2018
EGR1.Ca9540.1.YY2017.HT-SE2	Egr1	EGR1	EGR1_003	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	Yin Y et al., Science 2017
EGR1_HUMAN.H11MO.0.A	Egr1	EGR1	EGR1_002	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	HOCOMOCO v11
MA0162.2.EGR1	Egr1	EGR1	EGR1_006	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	JASPAR 2014
TA0771_Egr1_mouse	Egr1	EGR1	EGR1_011	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	Jolma A and Taipale J et al., Cell 2013
SMiLE_EGR1	Egr1	EGR1	EGR1_008	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	Isakova A et al. Nat Methods. 2017
TA0033_EGR1_DBD_monomer	Egr1	EGR1	EGR1_009	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	Jolma A and Taipale J et al., Cell 2013
BU0010.Egr1_primary	Egr1	EGR1	EGR1_001	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	Badis G et al., Science 2009
MA0162.1.Egr1	Egr1	EGR1	EGR1_005	Zinc-coordinating.DNA-binding.domains	C2H2.zinc.finger.factors	Three-zinc.finger.Kruppel-related.factors	EGR.factors	JASPAR 2014
ELF1.Ca9760.3.YY2017.HT-SE2	Elf1	ELF1	ELF1_004	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF1.Me9760.2.YY2017.HT-SE2	Elf1	ELF1	ELF1_007	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF1.Me9760.1.YY2017.HT-SE2	Elf1	ELF1	ELF1_006	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
TA0112_ELF1_full_monomer	Elf1	ELF1	ELF1_013	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Jolma A and Taipale J et al., Cell 2013
ELF1.Ca9760.1.YY2017.HT-SE2	Elf1	ELF1	ELF1_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
MA0473.2.ELF1	Elf1	ELF1	ELF1_012	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	JASPAR 2016
ELF1.Ca9760.4.YY2017.HT-SE2	Elf1	ELF1	ELF1_005	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF1_HUMAN.H11MO.0.A	Elf1	ELF1	ELF1_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	HOCOMOCO v11
ELF1.Me9760.3.YY2017.HT-SE2	Elf1	ELF1	ELF1_008	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF1.Ca9760.2.YY2017.HT-SE2	Elf1	ELF1	ELF1_003	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ETS0002.h-ELF1	Elf1	ELF1	ELF1_010	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Wei GH et al., EMBO 2010
ELF1.Me9760.4.YY2017.HT-SE2	Elf1	ELF1	ELF1_009	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
MA0473.1.ELF1	Elf1	ELF1	ELF1_011	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	JASPAR 2014
ELF2.Ca9758.1.YY2017.HT-SE2	Elf2	ELF2	ELF2_004	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ETS0003.h-ELF2	Elf2	ELF2	ELF2_012	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Wei GH et al., EMBO 2010
ELF2.Ca9758.2.YY2017.HT-SE2	Elf2	ELF2	ELF2_005	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF2.Me9758.4.YY2017.HT-SE2	Elf2	ELF2	ELF2_011	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF2.Ca9758.4.YY2017.HT-SE2	Elf2	ELF2	ELF2_007	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
AJ_ELF2_001	Elf2	ELF2	ELF2_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Jolma A et al., Nature, 2015
ELF2.Me9758.3.YY2017.HT-SE2	Elf2	ELF2	ELF2_010	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF2_HUMAN.H11MO.0.C	Elf2	ELF2	ELF2_003	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	HOCOMOCO v11
ELF2.Ca9758.3.YY2017.HT-SE2	Elf2	ELF2	ELF2_006	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
AJ_ELF2_002	Elf2	ELF2	ELF2_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Jolma A et al., Nature, 2015
ELF2.Me9758.1.YY2017.HT-SE2	Elf2	ELF2	ELF2_008	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF2.Me9758.2.YY2017.HT-SE2	Elf2	ELF2	ELF2_009	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF4.Ca9759.2.YY2017.HT-SE2	Elf4	ELF4	ELF4_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ETS0005.h-ELF4	Elf4	ELF4	ELF4_005	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Wei GH et al., EMBO 2010
ELF4.Ca9759.1.YY2017.HT-SE2	Elf4	ELF4	ELF4_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
MA0641.1.ELF4	Elf4	ELF4	ELF4_006	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	JASPAR 2016
ELF4.Me9759.2.YY2017.HT-SE2	Elf4	ELF4	ELF4_004	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELF4.Me9759.1.YY2017.HT-SE2	Elf4	ELF4	ELF4_003	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elf-1-like.factors	Yin Y et al., Science 2017
ELK1.Ca9763.1.YY2017.HT-SE2	Elk1	ELK1	ELK1_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
ELK1.Me9763.1.YY2017.HT-SE2	Elk1	ELK1	ELK1_004	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
TA0118_ELK1_DBD_monomer	Elk1	ELK1	ELK1_008	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Jolma A and Taipale J et al., Cell 2013
ELK1_HUMAN.H11MO.0.B	Elk1	ELK1	ELK1_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	HOCOMOCO v11
ELK1.Ca9763.2.YY2017.HT-SE2	Elk1	ELK1	ELK1_003	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
TA0120_ELK1_full_dimer	Elk1	ELK1	ELK1_009	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Jolma A and Taipale J et al., Cell 2013
ELK1.Me9763.2.YY2017.HT-SE2	Elk1	ELK1	ELK1_005	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
MA0028.1.ELK1	Elk1	ELK1	ELK1_006	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	JASPAR 2014
MA0028.2.ELK1	Elk1	ELK1	ELK1_007	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	JASPAR 2016
ELK3.Ca9761.3.YY2017.HT-SE2	Elk3	ELK3	ELK3_003	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
ELK3.Ca9761.1.YY2017.HT-SE2	Elk3	ELK3	ELK3_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
ELK3.Ca9761.4.YY2017.HT-SE2	Elk3	ELK3	ELK3_004	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
ELK3.Me9761.1.YY2017.HT-SE2	Elk3	ELK3	ELK3_005	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
ELK3.Ca9761.2.YY2017.HT-SE2	Elk3	ELK3	ELK3_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
ELK3.Me9761.2.YY2017.HT-SE2	Elk3	ELK3	ELK3_006	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
MA0759.1.ELK3	Elk3	ELK3	ELK3_007	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	JASPAR 2016
TA0140_Elk3_DBD_monomer	Elk3	ELK3	ELK3_008	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Jolma A and Taipale J et al., Cell 2013
ETS0009.h-Elk4	Elk4	ELK4	ELK4_005	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Wei GH et al., EMBO 2010
ELK4.Me9762.1.YY2017.HT-SE2	Elk4	ELK4	ELK4_004	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
ELK4.Ca9762.1.YY2017.HT-SE2	Elk4	ELK4	ELK4_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
MA0076.1.ELK4	Elk4	ELK4	ELK4_006	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	JASPAR 2014
TA0122_ELK4_DBD_monomer	Elk4	ELK4	ELK4_008	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Jolma A and Taipale J et al., Cell 2013
ELK4_HUMAN.H11MO.0.A	Elk4	ELK4	ELK4_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	HOCOMOCO v11
ELK4.Ca9762.2.YY2017.HT-SE2	Elk4	ELK4	ELK4_003	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	Yin Y et al., Science 2017
MA0076.2.ELK4	Elk4	ELK4	ELK4_007	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Elk-like.factors	JASPAR 2014
EPAS1_HUMAN.H11MO.0.B	Epas1	EPAS1	EPAS1_001	Basic.domains	Basic.helix-loop-helix.factors.(bHLH)	PAS.domain.factors	Ahr-like.factors	HOCOMOCO v11
MA0760.1.ERF	Erf	ERF	ERF_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	JASPAR 2016
ETS0010.h-ERF	Erf	ERF	ERF_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Wei GH et al., EMBO 2010
TA0127_ERG_full_dimer	Erg	ERG	ERG_012	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Jolma A and Taipale J et al., Cell 2013
ERG.Ca9773.1.YY2017.HT-SE2	Erg	ERG	ERG_002	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
ERG_HUMAN.H11MO.0.A	Erg	ERG	ERG_001	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	HOCOMOCO v11
ERG.Ca9773.3.YY2017.HT-SE2	Erg	ERG	ERG_004	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
ERG.Ca9773.2.YY2017.HT-SE2	Erg	ERG	ERG_003	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
ERG.Me9773.4.YY2017.HT-SE2	Erg	ERG	ERG_009	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
ERG.Me9773.3.YY2017.HT-SE2	Erg	ERG	ERG_008	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
ERG.Me9773.2.YY2017.HT-SE2	Erg	ERG	ERG_007	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
ERG.Ca9773.4.YY2017.HT-SE2	Erg	ERG	ERG_005	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
MA0474.2.ERG	Erg	ERG	ERG_011	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	JASPAR 2016
MA0474.1.Erg	Erg	ERG	ERG_010	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	JASPAR 2014
ERG.Me9773.1.YY2017.HT-SE2	Erg	ERG	ERG_006	Helix-turn-helix.domains	Tryptophan.cluster.factors	Ets-related.factors	Ets-like.factors	Yin Y et al., Science 2017
ESRRA.Ca9637.1.YY2017.HT-SE2	Esrra	ESRRA	ESRRA_003	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Steroid.hormone.receptors.(NR3)	ER-like.receptors.(NR3A)	Yin Y et al., Science 2017
MA0592.2.Esrra	Esrra	ESRRA	ESRRA_008	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Steroid.hormone.receptors.(NR3)	ER-like.receptors.(NR3A)	JASPAR 2016
TA0691_ESRRA_DBD_dimer	Esrra	ESRRA	ESRRA_010	Zinc-coordinating.DNA-binding.domains	Nuclear.receptors.with.C4.zinc.fingers	Steroid.hormone.receptors.(NR3)	ER-like.receptors.(NR3A)	Jolma A and Taipale J et al., Cell 2013
